酒蔵,ブランド,商品名,メイン表採否,除外理由,ブランド史,個別商品の歴史,根拠区分,根拠URL,公開ページ日,ページ更新日,根拠抜粋,調査日
今田酒造本店,富久長,秋櫻〈コスモス〉 純米吟醸 ひやおろし,収録,,今田酒造本店の主銘柄で、1910年に商標登録。戦後の法人化、1997年の海外輸出開始を経て、現在は広島在来の酒米「八反草」や瀬戸内の食文化を軸に、CLASSICS・INNOVATION・SEASONALなど複数のラインを展開している。,「秋櫻」をコスモスの和名から取った秋季商品で、瓶火入れ後ひと夏熟成させて出荷する。純米吟醸版は30年以上にわたり愛されてきた富久長の秋酒ロングセラーである。,個別沿革確認,https://fukucho.jp/products/cosmos-junmaiginjo,,,"コスモスの和名は秋櫻。夏越しのひやおろしに秋の花を名付けました。富久長のひやおろしは、直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵して、ひと夏ゆっくりと寝かせています。富久長らしい柔らかく華やかな風味はそのままで、味にまとまりが出てまろやかに熟成。30年以上にわたって愛される、富久長のロングセラーの１本です。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者より",2026-09-06
今田酒造本店,富久長,純米にごり スパークリング 白美 HAKUBI,収録,,今田酒造本店の主銘柄で、1910年に商標登録。戦後の法人化、1997年の海外輸出開始を経て、現在は広島在来の酒米「八反草」や瀬戸内の食文化を軸に、CLASSICS・INNOVATION・SEASONALなど複数のラインを展開している。,1980年代に先代が開発して以来、30年以上にわたり改良を続けてきた富久長のロングセラー。瓶内発酵の泡とにごりを両立させ、現在は耐圧瓶・瓶火入れで安定流通させる設計へ発展している。,個別沿革確認,https://fukucho.jp/products/hakubi,,,1980年代に先代が開発して以来30数年、改良を続けている富久長のロングセラーです。 | 酵母が生きている状態を保持しつつ、日本酒ならではの味わいと炭酸ガスのバランスが最適のときを狙って瓶火入れしています。,2026-09-06
今田酒造本店,富久長,純米吟醸 美穂 Biho,収録,,今田酒造本店の主銘柄で、1910年に商標登録。戦後の法人化、1997年の海外輸出開始を経て、現在は広島在来の酒米「八反草」や瀬戸内の食文化を軸に、CLASSICS・INNOVATION・SEASONALなど複数のラインを展開している。,発売以来約30年続く純米吟醸のロングセラー。杜氏・今田美穂と同じ字を使いながら「びほ」と読み、軽やかな食中酒を志向する商品として長く展開されている。,個別沿革確認,https://fukucho.jp/products/biho,,,杜氏と同じ名前がつけられていますが、商品名は「びほ」と読みます。 | 発売以来30年にわたってロングセラーの純米吟醸です。,2026-09-06
今田酒造本店,富久長,辛口純米,収録,,今田酒造本店の主銘柄で、1910年に商標登録。戦後の法人化、1997年の海外輸出開始を経て、現在は広島在来の酒米「八反草」や瀬戸内の食文化を軸に、CLASSICS・INNOVATION・SEASONALなど複数のラインを展開している。,定番の辛口純米を継続的に改良し、2021BYからはよりすっきりしたキレを目指して原料米の一部に原形精米（真吟）を導入。2026年SAKE COMPETITIONでBRONZEを受賞している。,個別沿革確認,https://fukucho.jp/products/karakuchi,,,"🎖️ 2026年 SAKE COMPETITION 2026 BRONZE 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。",2026-09-06
山陽鶴酒造,山陽鶴,にごり酒,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,山陽鶴が公式の「五酒セット」で代表酒の一つとして扱うにごり酒。大吟醸・純米吟醸・本醸造・上撰と並ぶ蔵の基本ラインとして、現行の代表商品群に組み込まれている。,個別沿革確認,https://sanyotsuru.jp/archives/product/gosyu,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,2026-09-06
山陽鶴酒造,山陽鶴,上撰,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,山陽鶴の公式「五酒セット」に含まれる代表的な日常酒。大吟醸からにごり酒までを揃える基本5酒の一角として、蔵の従来型ラインを現在へ残している。,個別沿革確認,https://sanyotsuru.jp/archives/product/gosyu,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,2026-09-06
山陽鶴酒造,山陽鶴,大吟醸,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,山陽鶴が公式の「五酒セット」で代表酒の一つとして扱う大吟醸。蔵の基本5酒の最高精白系として、純米吟醸・本醸造・上撰・にごり酒とともに現行ラインを構成している。,個別沿革確認,https://sanyotsuru.jp/archives/product/gosyu,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,2026-09-06
山陽鶴酒造,山陽鶴,大吟醸 ほんと,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,2026-09-06時点で現行の流通・商品ページに現行品として掲載され、大吟醸、使用米 山田錦、精米歩合 35%の設計で展開されている。,現行商品位置づけ,https://www.buyhiro.com/database/products/products_0549/,,,三原市 前の記事 自然薯入り手延そうめん 2024.11.25 東広島市 次の記事 生貯本醸造 倉凛 2024.11.25 ひろしま製品検索サイトトップに戻る ＢＵＹひろしまホーム きっと満足！,2026-09-06
山陽鶴酒造,山陽鶴,本醸造,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,山陽鶴の公式「五酒セット」に含まれる本醸造で、蔵の基本5酒の一つ。高級酒だけでなく日常の食中酒まで含める山陽鶴の代表ラインを支える商品である。,個別沿革確認,https://sanyotsuru.jp/archives/product/gosyu,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,2026-09-06
山陽鶴酒造,山陽鶴,純米吟醸,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,山陽鶴の公式「五酒セット」で代表酒として示される純米吟醸。大吟醸・本醸造・上撰・にごり酒とともに、蔵の酒質を横断的に示す基本商品群を構成している。,個別沿革確認,https://sanyotsuru.jp/archives/product/gosyu,2023-05-08T03:41:18+00:00,2026-01-06T08:06:27+00:00,当蔵の代表的なお酒である 大吟醸・純米吟醸・本醸造・上撰・にごり酒 の五種類を、それぞれ一合瓶に詰め合わせました。 | 香り高く繊細な味わいの大吟醸、米の旨味をやさしく感じていただける純米吟醸、食事に寄り添う本醸造と上撰、そして穏やかな甘みが広がるにごり酒。 | 同じ蔵、同じ水から生まれながらも、造りや仕込みによって表情の異なる日本酒の魅力を、呑みくらべを通してご堪能いただけます。,2026-09-06
山陽鶴酒造,山陽鶴,純米大吟醸 KUBO,収録,,山陽鶴酒造の主銘柄。江戸後期創業の蔵が1912年に本永本家として創立し、1949年に山陽鶴酒造へ改称した後も銘柄を継承し、現在は大吟醸・純米吟醸・本醸造・上撰・にごり酒を代表5酒として展開している。,2026-09-06時点で現行の流通・商品ページに現行品として掲載され、純米大吟醸、使用米 山田錦100%、精米歩合 35%の設計で展開されている。,現行商品位置づけ,https://www.furusato.aeon.co.jp/gift-in-return/aaa72316281ae6d75280fb28cb3cae46/,,,中でも、井原市美星町では、長きにわたり星空保護活動に取り組んでおり、2021年11月に星空版の世界遺産と称される国際ダークスカイ協会の「星空保護区（コミュニティ部門）」に、アジアで初めて認定されました。 | こうした恵まれた自然環境から、シャインマスカットをはじめ４０品種を超える「ぶどう」を栽培しており、西日本有数の産地として知られているほか、世界の高級ブランドにも採用されている「井原デニム」など、多くの特産品があります。 | メリットいっぱい 早めのふるさと納税 かんたん返,2026-09-06
