エリア,酒蔵,ブランド,商品名,元の飲み方,元の飲み方情報,元の飲み方出典URL,おすすめの飲み方,根拠区分,公式ページ検出語,商品出典URL,公式再走査URL
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,海風土 Seafood 純米,冷酒 / 冷やして,出典記載,https://fukucho.jp/products/seafood,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 冷やして,https://fukucho.jp/products/seafood,https://fukucho.jp/products/seafood
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,秋櫻〈コスモス〉 純米 ひやおろし,冷酒 / 常温,出典記載,https://fukucho.jp/products/cosmos,10〜15℃程度に冷やして、熟成でまとまった旨味を引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/cosmos,https://fukucho.jp/products/cosmos
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,純米にごり スパークリング 白美 HAKUBI,冷酒 / 常温,出典記載,https://fukucho.jp/products/hakubi,まずは5〜10℃程度までしっかり冷やし、発泡感やにごりの口当たりを活かすのがおすすめ。温度が上がり過ぎないうちに飲み、原酒で強く感じる場合に「ロック」の記載がある商品は大きめの氷を一つ加えると飲みやすい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/hakubi,https://fukucho.jp/products/hakubi
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,辛口純米,冷酒 / 常温 / 燗酒,出典記載,https://fukucho.jp/products/karakuchi,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温 / 燗酒,https://fukucho.jp/products/karakuchi,https://fukucho.jp/products/karakuchi
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米吟醸,冷酒,出典記載,https://fukucho.jp/products/hattanso-junmaiginjo,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/hattanso-junmaiginjo,https://fukucho.jp/products/hattanso-junmaiginjo
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米吟醸 ハイブリッド生酛,冷酒 / 常温,出典記載,https://fukucho.jp/products/hybridkimoto-junmaiginjo,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/hybridkimoto-junmaiginjo,https://fukucho.jp/products/hybridkimoto-junmaiginjo
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,山田錦 純米吟醸,冷酒,出典記載,https://fukucho.jp/products/yamadanishiki-junmaiginjo,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/yamadanishiki-junmaiginjo,https://fukucho.jp/products/yamadanishiki-junmaiginjo
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,秋櫻〈コスモス〉 純米吟醸 ひやおろし,冷酒,出典記載,https://fukucho.jp/products/cosmos-junmaiginjo,10〜15℃程度の冷酒を起点に、熟成でまとまった旨味を引き出すのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/cosmos-junmaiginjo,https://fukucho.jp/products/cosmos-junmaiginjo
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,純米吟醸 美穂 Biho,冷酒,出典記載,https://fukucho.jp/products/biho,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/biho,https://fukucho.jp/products/biho
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米大吟醸,冷酒,出典記載,https://fukucho.jp/products/daiginjo,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/daiginjo,https://fukucho.jp/products/daiginjo
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米大吟醸 はしり,冷酒,出典記載,https://fukucho.jp/products/daiginjo_hashiri,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/daiginjo_hashiri,https://fukucho.jp/products/daiginjo_hashiri
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米大吟醸 妙花風,冷酒,出典記載,https://fukucho.jp/products/daiginjo_myokafu,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/daiginjo_myokafu,https://fukucho.jp/products/daiginjo_myokafu
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 protos. 火入れ,冷酒 / 常温,現行酒販店商品情報,https://tawawasake.base.shop/items/134292512,10〜15℃程度に冷やして、香味のまとまりを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,,https://www.tsukasyuzou.jp/products/9代目於多福-protos-720ml-火入れ,https://www.tsukasyuzou.jp/products/9代目於多福-protos-720ml-火入れ
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 純米 つきあかり,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/9代目於多福-つきあかり-720ml,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/9代目於多福-つきあかり-720ml,https://www.tsukasyuzou.jp/products/9代目於多福-つきあかり-720ml
安芸津・黒瀬エリア3蔵,柄酒造,於多福,於多福 一番取り,冷酒,出典記載,https://www.tsukasyuzou.jp/products/関西一-一番取り-720ml,10〜15℃程度に冷やして、香味のまとまりを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,飲み方 / 冷酒,https://www.tsukasyuzou.jp/products/関西一-一番取り-720ml,https://www.tsukasyuzou.jp/products/関西一-一番取り-720ml
安芸津・黒瀬エリア3蔵,柄酒造,於多福,於多福 大吟醸,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/於多福-大吟醸-1800ml,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/於多福-大吟醸-1800ml,https://www.tsukasyuzou.jp/products/於多福-大吟醸-1800ml
安芸津・黒瀬エリア3蔵,柄酒造,於多福,於多福 本醸造,冷酒 / 常温 / 熱燗,出典記載,https://www.tsukasyuzou.jp/products/関西一-本醸造-720ml,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では日常酒らしいキレと旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温 / 熱燗,https://www.tsukasyuzou.jp/products/関西一-本醸造-720ml,https://www.tsukasyuzou.jp/products/関西一-本醸造-720ml
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 特別純米 火入れ,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米,ラインナップ中でも特に辛口のため、まず10〜15℃程度の冷酒でシャープな後口を楽しむのがおすすめ。常温でも飲めるので、食中では温度を少し戻しながら米の旨味とのバランスを見るとよい。,公式・個別確認,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-特別純米
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 純米 火入れ,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米,蔵元表示どおり冷酒を第一候補にし、10〜15℃程度で米の旨味とすっきりした辛口の輪郭を楽しむのがおすすめ。常温でもまとまりが出るため、普段の食中酒なら冷酒から常温への変化も試しやすい。,公式・個別確認,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米
安芸津・黒瀬エリア3蔵,柄酒造,於多福,於多福 純米,冷酒 / 常温 / 熱燗,出典記載,https://www.tsukasyuzou.jp/products/於多福-純米-1800ml,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温 / 熱燗,https://www.tsukasyuzou.jp/products/於多福-純米-1800ml,https://www.tsukasyuzou.jp/products/於多福-純米-1800ml
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 純米吟醸 すずかぜ,冷酒 / 常温 / ロック,出典記載,https://www.tsukasyuzou.jp/products/9代目於多福-すずかぜ-720ml,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温 / ロック / オンザロック,https://www.tsukasyuzou.jp/products/9代目於多福-すずかぜ-720ml,https://www.tsukasyuzou.jp/products/9代目於多福-すずかぜ-720ml
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 純米吟醸 火入れ,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米吟醸,蔵元が冷酒を最も推しているため、10〜15℃程度に冷やして香りと辛口のバランスを楽しむのがおすすめ。冷やし過ぎず、グラスの中で常温に近づく変化も追うと旨味が分かりやすい。,公式・個別確認,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米吟醸,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米吟醸
安芸津・黒瀬エリア3蔵,柄酒造,於多福,於多福 純米吟醸,冷酒 / 冷やして / 常温,出典記載,https://www.tsukasyuzou.jp/products/於多福-純米吟醸-1800ml,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温 / 冷やして,https://www.tsukasyuzou.jp/products/於多福-純米吟醸-1800ml,https://www.tsukasyuzou.jp/products/於多福-純米吟醸-1800ml
安芸津・黒瀬エリア3蔵,柄酒造,9代目於多福,9代目於多福 純米大吟醸 火入れ,冷酒 / 常温,出典記載,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米大吟醸-720ml-1800ml,香りを活かすため、10〜15℃程度の冷酒が第一候補。冷やし過ぎずにゆっくり飲み、常温へ近づくにつれて香りと米の旨味が広がる変化を楽しむのがおすすめ。,公式・個別確認,飲み方 / 冷酒 / 常温,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米大吟醸-720ml-1800ml,https://www.tsukasyuzou.jp/products/火入れ-9代目於多福-純米大吟醸-720ml-1800ml
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 特別純米,冷酒 / 燗酒（45～50℃）,現行酒販店商品情報,https://reika-sake.com/products/34kmk01201121,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,ロック,https://www.kamokin.com/line_up/regular.html,https://www.kamokin.com/line_up/regular.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 特別純米13,冷酒（5～15℃前後）,現行酒販店商品情報,https://reika-sake.com/products/34kmk01203121,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,,https://j-s-p.or.jp/kuramoto/kanemitsu,
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 辛口特別純米,冷酒（10～15℃前後）,日本酒情報DB,https://www.sakenomy.jp/sake/TST0000010137/,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,ロック,https://www.kamokin.com/line_up/regular.html,https://www.kamokin.com/line_up/regular.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米吟醸 雄町,冷酒（10～15℃前後）,日本酒情報DB,https://www.sakenomy.jp/sake/TST0000007478/,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,既存の飲み方情報,ロック,https://www.kamokin.com/line_up/regular.html,https://www.kamokin.com/line_up/regular.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米大吟醸35,冷酒（10～15℃前後）,日本酒情報DB,https://www.sakenomy.jp/sake/TST0000041706/,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,ロック,https://www.kamokin.com/line_up/regular.html,https://www.kamokin.com/line_up/regular.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米大吟醸40,冷酒（10～15℃前後）,日本酒情報DB,https://www.sakenomy.jp/sake/TST0000007476/,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,ロック,https://www.kamokin.com/line_up/regular.html,https://www.kamokin.com/line_up/regular.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米吟醸 愛山,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 SUITOH,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒から常温を起点に、香味のまとまりを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 麗酸 雄町60,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒から常温を起点に、香味のまとまりを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米しぼりたて生,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,桜吹雪,桜吹雪 特別純米うすにごり生,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、発泡感やにごりの口当たりを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 辛口夏純,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、米の旨味と酸のふくらみを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 特別純米 秋あがり,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。常温から40℃前後のぬる燗を起点に、熟成でまとまった旨味を引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
安芸津・黒瀬エリア3蔵,金光酒造,賀茂金秀,賀茂金秀 純米 お燗酒,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。40〜50℃程度の燗酒を起点に、米の旨味と酸のふくらみを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,燗酒 / ロック / 冷やして,https://www.kamokin.com/line_up/Limited/limited.html,https://www.kamokin.com/line_up/Limited/limited.html
